A1,1308
B1,1279
C1,1285
D1,1274
E1,1281
F1,1284
G1,1307
H1,1420
A2,30333
B2,32112
C2,34298
D2,33167
E2,31661
F2,32035
G2,31601
H2,19511
A3,28864
B3,29906
C3,28065
D3,32209
E3,32446
F3,28274
G3,30569
H3,29701
A4,27782
B4,30979
C4,31514
D4,31827
E4,32286
F4,31151
G4,30901
H4,28521
A5,28586
B5,30233
C5,31263
D5,31990
E5,32045
F5,31198
G5,31234
H5,28978
A6,28641
B6,13578
C6,31410
D6,30906
E6,31713
F6,31472
G6,30526
H6,28199
A7,27695
B7,30962
C7,31545
D7,33326
E7,30824
F7,30335
G7,30130
H7,28120
A8,29208
B8,33037
C8,31145
D8,30983
E8,31612
F8,30914
G8,30119
H8,28669
A9,28160
B9,31515
C9,33575
D9,31570
E9,31204
F9,30672
G9,28077
H9,27608
A10,27281
B10,30629
C10,31104
D10,30448
E10,31072
F10,30103
G10,21061
H10,29351
A11,27851
B11,29315
C11,30356
D11,30182
E11,28798
F11,30284
G11,30722
H11,29271
A12,27031
B12,27875
C12,25759
D12,29025
E12,28344
F12,27516
G12,27379
H12,27523

