A1,1488
B1,1447
C1,1422
D1,1413
E1,1410
F1,1425
G1,1438
H1,1610
A2,25504
B2,30263
C2,31298
D2,16889
E2,30541
F2,35143
G2,30424
H2,25934
A3,26700
B3,32482
C3,31494
D3,31923
E3,31837
F3,30879
G3,34517
H3,32493
A4,28395
B4,30674
C4,30526
D4,32000
E4,31963
F4,32043
G4,33640
H4,26917
A5,33889
B5,31982
C5,30848
D5,35511
E5,31976
F5,30035
G5,29679
H5,27424
A6,27963
B6,30567
C6,34804
D6,29333
E6,31725
F6,29644
G6,27275
H6,30572
A7,27664
B7,30459
C7,31211
D7,32212
E7,31493
F7,31217
G7,28498
H7,25636
A8,27071
B8,29489
C8,31105
D8,30863
E8,31913
F8,30704
G8,29368
H8,27873
A9,28632
B9,29994
C9,30865
D9,28911
E9,28179
F9,30060
G9,29742
H9,26670
A10,27380
B10,30455
C10,33425
D10,31290
E10,30465
F10,29397
G10,29496
H10,27430
A11,27589
B11,8825
C11,28847
D11,29508
E11,15965
F11,29424
G11,29001
H11,26463
A12,23658
B12,25559
C12,27835
D12,27729
E12,27012
F12,28129
G12,27347
H12,24220

