A1,1595
B1,1567
C1,1535
D1,1532
E1,1520
F1,1537
G1,1537
H1,1658
A2,33668
B2,35076
C2,35458
D2,34541
E2,35663
F2,35538
G2,34513
H2,32567
A3,33988
B3,34900
C3,35954
D3,35753
E3,35151
F3,35473
G3,34179
H3,31794
A4,30910
B4,35385
C4,35557
D4,35565
E4,35145
F4,4722
G4,34776
H4,33411
A5,33452
B5,35272
C5,36143
D5,35090
E5,35320
F5,35238
G5,6920
H5,32425
A6,34716
B6,35497
C6,4776
D6,29753
E6,34293
F6,35806
G6,1399
H6,33865
A7,6167
B7,35133
C7,5541
D7,36226
E7,35297
F7,35345
G7,25001
H7,34022
A8,34586
B8,34979
C8,32974
D8,30074
E8,23758
F8,3646
G8,10007
H8,34993
A9,34726
B9,34768
C9,35504
D9,23301
E9,13322
F9,28705
G9,27046
H9,5810
A10,32569
B10,31921
C10,33072
D10,30124
E10,12097
F10,26621
G10,30039
H10,33374
A11,34080
B11,28811
C11,30569
D11,35259
E11,24335
F11,28845
G11,5341
H11,33863
A12,32877
B12,32191
C12,31326
D12,32902
E12,1528
F12,1526
G12,1524
H12,1630

