A1,1316
B1,1274
C1,1254
D1,1250
E1,1246
F1,1240
G1,1245
H1,1341
A2,36283
B2,36639
C2,1913
D2,32065
E2,35907
F2,36053
G2,35685
H2,10635
A3,31717
B3,35965
C3,36342
D3,36214
E3,35828
F3,35766
G3,33124
H3,34988
A4,36070
B4,36347
C4,35427
D4,35793
E4,35316
F4,35425
G4,35247
H4,35157
A5,34675
B5,36182
C5,34803
D5,36344
E5,36076
F5,35698
G5,35229
H5,34442
A6,35894
B6,14554
C6,36116
D6,36440
E6,35998
F6,29595
G6,33095
H6,34942
A7,32946
B7,35999
C7,19321
D7,2026
E7,35442
F7,33135
G7,35191
H7,33869
A8,35532
B8,6355
C8,36092
D8,35590
E8,35101
F8,32889
G8,30235
H8,2310
A9,35698
B9,32515
C9,20948
D9,35149
E9,23573
F9,34717
G9,34742
H9,34456
A10,33654
B10,35088
C10,35370
D10,35344
E10,34047
F10,35283
G10,6190
H10,34492
A11,35871
B11,35919
C11,36162
D11,35292
E11,32927
F11,35217
G11,35179
H11,35413
A12,33994
B12,35528
C12,36354
D12,35372
E12,1274
F12,1278
G12,1268
H12,1364

