A1,1294
B1,1276
C1,1270
D1,1264
E1,1266
F1,1270
G1,1292
H1,1390
A2,34908
B2,35416
C2,35698
D2,19405
E2,35209
F2,36129
G2,34859
H2,27481
A3,31860
B3,36112
C3,35035
D3,35941
E3,35327
F3,35345
G3,18028
H3,14893
A4,33769
B4,35074
C4,35405
D4,35922
E4,35844
F4,35939
G4,18863
H4,33608
A5,36148
B5,33328
C5,7308
D5,35345
E5,35522
F5,35640
G5,16448
H5,28696
A6,35158
B6,35938
C6,7955
D6,31667
E6,36009
F6,35606
G6,35125
H6,6569
A7,34327
B7,35937
C7,35374
D7,34692
E7,35417
F7,35460
G7,24289
H7,33909
A8,35523
B8,33433
C8,34998
D8,32560
E8,33843
F8,33370
G8,35191
H8,34064
A9,35056
B9,33973
C9,25972
D9,33658
E9,32447
F9,14926
G9,34358
H9,32540
A10,35012
B10,30277
C10,4139
D10,29340
E10,29656
F10,27231
G10,34788
H10,33139
A11,27532
B11,3897
C11,13084
D11,23695
E11,10192
F11,4855
G11,32823
H11,29505
A12,32881
B12,30878
C12,31970
D12,27713
E12,1301
F12,1299
G12,1302
H12,1419

